"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
42,"HARBOR","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","PROCUREMENT SUPERVISOR",20,"SUPERVISORY ADMINISTRATIVE",2017,3.536363534E+09,14292.28,34589.25,650,0,116619.2,117269.2
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ASSISTANT",1,"ADMINISTRATIVE",2017,3.336343238E+09,517.3,19358.96,1450,0,65269.6,66719.6
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.830393332E+09,11071.94,46860.49,1525,0,100022.4,101547.4
42,"HARBOR","FULL_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","SENIOR MANAGEMENT ANALYST II",20,"SUPERVISORY ADMINISTRATIVE",2015,3.033353931E+09,8006.88,40230.11,0,0,135637.6,135637.6
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.138353035E+09,6473.6,46757.63,9210.57,0,99802.83,109013.4
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","AIRPORT SUPERINTENDENT OF OPERATIONS II",1,"ADMINISTRATIVE",2021,3.535333836E+09,8262.24,35203.8,3277.21,30399.96,118691.17,152368.34
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-02,"ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.732363534E+09,11606.7,71289.27,6765,12800.56,152164.92,171730.48
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","SIGNAL SYSTEMS ELECTRICIAN",2,"BUILDING TRADES",2020,3.43136363733E+11,8066.66,30921.61,9138.92,15128.87,104253.56,128521.35
82,"PUBLIC WORKS - SANITATION","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","ENVIRONMENTAL ENGINEERING ASSOCIATE III",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.430373936E+09,8221.6,13592.11,250,0,45826.4,46076.4
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","STREET SERVICES SUPERVISOR I",12,"SUPERVISORY BLUE COLLAR",2017,3.831353032E+09,18572.58,28630.68,200,3336.61,96529.6,100066.21
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1368-05,"NOT_ACTIVE","SENIOR ADMINISTRATIVE CLERK",7,"CLERICAL UNIT",2016,3.73533323631E+11,16533.76,4553,569.68,0,68986.9,69556.58
88,"RECREATION AND PARKS","PART_TIME","OTHER","MALE",*,"NOT_ACTIVE","RECREATION AIDE",0,"NON-REPRESENTED",2017,3.23334363633E+11,0,0,0,0,1884,1884
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2021,3.83137313031E+11,20243.76,45376.19,3018.77,26944.22,136447.72,166410.71
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2014,3.536313831E+09,13860.48,26041.95,95,0,87801.6,87896.6
70,"POLICE","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2013,3.23038303932E+11,0,0,3083.94,0,23788.73,26872.67
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1920-08,"ACTIVE","ELECTRICAL ENGINEERING ASSOCIATE",3,"PROFESSIONAL UNIT",2014,3.43538333632E+11,18124.69,8145,11448.54,4037.44,123406.47,138892.45
82,"PUBLIC WORKS - SANITATION","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","WASTEWATER COLLECTION WORKER II",4,"EQUIPMENT OPERATION AND LABOR",2019,3.43933313833E+11,665.66,1213.13,70,509.15,4090.12,4669.27
8,"BUILDING AND SAFETY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","ASSISTANT INSPECTOR III",5,"INSPECTORS",2022,3.23736363933E+11,4909.68,7640.18,2099.94,3264.03,25759.2,31123.17
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.530363831E+09,16819,53518.13,1525,0,114232.93,115757.93
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","MALE",3834-05,"ACTIVE","SR ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.731373535E+09,17042,7406,20106.96,113748.9,112214.08,246069.94
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","CONSTR HLPR",*,"DAILY RATE",2016,3.73530313733E+11,0,0,35999.88,0,61968.84,97968.72
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.63536313034E+11,6883.14,18129.08,231.59,3401.35,38696,42328.94
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2022,3.03639353333E+11,8167.56,11170.19,3205.76,7561.58,37660.8,48428.14
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","ENGINEER OF FIRE DEPARTMENT",23,"FIREFIGHTERS AND FIRE CAPTAINS",2018,3.336343434E+09,17942,57987.46,1866,93826.9,123772.6,219465.5
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",3712-05,"NOT_ACTIVE","SENIOR EQUIPMENT MECHANIC",14,"SERVICE AND CRAFT",2017,3.53031343633E+11,4493.58,6499.34,200,469.56,21912.8,22582.36
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2022,3.63531383833E+11,0,0,500,0,1252.18,1752.18
14,"CITY CLERK","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","ELECTION ASSISTANT I",0,"NON-REPRESENTED",2015,3.23933313031E+11,0,0,0,0,642.03,642.03
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2022,3.93039353031E+11,10184.16,26724.74,612,43864.7,57043.2,101519.9
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2019,3.13835313033E+11,0,0,0,0,121.03,121.03
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.43135313134E+11,10089.6,22233.73,329.6,0,58786,59115.6
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","CIVIL ENGINEERING ASSOCIATE III",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2022,3.23335393034E+11,8952.12,16466.28,5279.87,0,55516.8,60796.67
12,"CITY ATTORNEY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","DEPUTY CITY ATTORNEY IV",29,"DEPUTY CITY ATTORNEYS",2020,3.836393731E+09,13158.73,68715.27,5307.6,0,231676.56,236984.16
26,"CONTROLLER","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SENIOR MANAGEMENT ANALYST II",20,"SUPERVISORY ADMINISTRATIVE",2021,3.539333634E+09,0,0,0,0,46128.85,46128.85
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","ELTC STN OPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2018,3.63134313133E+11,23657.01,7007,14394.04,28551.07,106169.57,149114.68
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","MALE",*,"ACTIVE","ELTL ENGR ASSOC",3,"PROFESSIONAL UNIT",2018,3.43636383733E+11,33377.81,0,5822.6,3140.85,92194.4,101157.85
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.03637323933E+11,4089.67,19226.08,1525,10399.21,41037.52,52961.73
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2013,3.836383033E+09,11344.64,22984.6,0,0,77493.6,77493.6
94,"TRANSPORTATION","FULL_TIME","ASIAN","MALE",*,"ACTIVE","TRANSPORTATION ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2018,3.33432363133E+11,17489.04,31946.43,600,40335.24,107708.8,148644.04
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2015,3.231343233E+09,6393.84,27435.5,0,0,92500,92500
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2223-02,"NOT_ACTIVE","POLICE DETECTIVE II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.936363731E+09,11073.94,54342.25,4453,49085.19,115992,169530.19
88,"RECREATION AND PARKS","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","RECREATION FACILITY DIRECTOR",11,"RECREATIONAL",2013,3.330393731E+09,11859.36,20378.71,3463.61,125.03,68707.72,72296.36
4,"AIRPORTS","FULL_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2016,3.53631373832E+11,7350,16974.54,0,0,57230.4,57230.4
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SEASONAL POOL MANAGER I",18,"SAFETY / SECURITY",2016,3.03132343233E+11,0,0,0,0,8853.55,8853.55
98,"WATER AND POWER","FULL_TIME","ASIAN AMERICAN","MALE",*,"ACTIVE","ELTL ENGR ASSOC",3,"PROFESSIONAL UNIT",2018,3.53138303733E+11,9635.22,0,200,0,55007.2,55207.2
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3841-05,"ACTIVE","ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2021,3.037343534E+09,18278.23,5542,10141.13,24367.43,83972.15,118480.71
87,"ZOO","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","CUSTODIAN",15,"SERVICE EMPLOYEES",2018,3.736353135E+09,19398,13985.51,1127.95,703.7,47152.77,48984.42
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",1431-04,"NOT_ACTIVE","PROGRAMMER ANALYST IV",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2015,3.031393133E+09,5967.12,31154.86,0,0,105040,105040
98,"WATER AND POWER","FULL_TIME","ASIAN","MALE",1905-01,"ACTIVE","STOREKEEPER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.73133393132E+11,18124.69,5231,8672.32,26516.84,79254.75,114443.91
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2013,3.835353538E+09,14316.24,15326.58,1585.8,1246.43,51674.24,54506.47
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","CIVIL ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2014,3.938313931E+09,17105.52,34060.59,5146.08,0,114836.8,119982.88
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","VOCATIONAL WORKER GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2020,3.23439313733E+11,4186.8,5832.27,297,0,19663.77,19960.77
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","WASTEWATER TREATMENT MECHANIC I",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2013,3.435373037E+09,11930.2,22140.72,5885.07,669.62,74648.4,81203.09
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3580-02,"NOT_ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2018,3.734333434E+09,0,0,492.39,0,0,492.39
70,"POLICE","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.93631363333E+11,6170.98,18529.92,1074.6,164.85,39551.6,40791.05
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.13431313031E+11,14056.47,44596.37,6472.96,0,95189.69,101662.65
87,"ZOO","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2014,3.13938383633E+11,0,0,7.5,0,333.12,340.62
38,"FIRE","FULL_TIME","BLACK","FEMALE",2142-02,"NOT_ACTIVE","FIRE CAPTAIN II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2016,3.135353831E+09,7025.77,52906.02,1071,83538.94,112926.4,197536.34
88,"RECREATION AND PARKS","PART_TIME","OTHER","MALE",*,"ACTIVE","LOCKER ROOM ATTENDANT",3,"CLERICAL",2022,3.63530313234E+11,0,0,500,0,1487.49,1987.49
87,"ZOO","PART_TIME","HISPANIC","MALE",2418-01,"ACTIVE","ASSISTANT PARK SERVICES ATTENDANT I",3,"CLERICAL",2022,3.83230303334E+11,0,0,555.44,0,4205.88,4761.32
82,"PUBLIC WORKS - SANITATION","FULL_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","SENIOR MANAGEMENT ANALYST I",20,"SUPERVISORY ADMINISTRATIVE",2017,3.031363931E+09,4599.32,15800,714.13,443.92,53270.4,54428.45
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2019,3.839363437E+09,6613.96,0,108,0,16203.28,16311.28
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","COMMUNICATIONS ELECTRICIAN",2,"BUILDING TRADES",2022,3.03833383034E+11,10521,14757.44,3350.64,3265.19,49755.36,56371.19
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2021,3.83234323233E+11,19031.28,24449.77,1440.23,247.94,82433.49,84121.66
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.034313331E+09,6948,13798.08,74008.22,75802.43,47664.02,197474.67
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.435323232E+09,18573.24,59449.28,4945,7090.74,126892.8,138928.54
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1908-09,"ACTIVE","SECURITY OFFICER",0,"SECURITY UNIT",2014,3.931363632E+09,18124.69,4227,34415.41,80441.2,64038.4,178895.01
70,"POLICE","FULL_TIME","OTHER","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.43938383833E+11,4452.93,7613.6,0,65.63,25669.6,25735.23
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3584-05,"ACTIVE","HVY DTY TRK OPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2019,3.83331393932E+11,16649.82,5802,9692.53,20040.79,87906.32,117639.64
98,"WATER AND POWER","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","ENGG DSGNR",2,"TECHNICAL REPRESENTATION UNIT",2016,3.531343735E+09,22763.98,6197,12926.13,12066.65,93898.39,118891.17
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","WASTEWATER COLLECTION WORKER I",4,"EQUIPMENT OPERATION AND LABOR",2021,3.33834313134E+11,14192.4,18476.28,1139.94,1508.29,62293.61,64941.84
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3912-04,"NOT_ACTIVE","WTR UTLTY WKR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2021,3.23032333733E+11,6364.53,0,4143.9,11515.35,21552.3,37211.55
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.93233333833E+11,11606.7,42515.91,9065,4771.62,90749,104585.62
44,"LIBRARY","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","LIBRARIAN II",6,"LIBRARIANS",2014,3.732363134E+09,776.24,0,7593.63,0,43529.12,51122.75
70,"POLICE","FULL_TIME","BLACK","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.23639393932E+11,10037.12,38869.2,3447.4,0,82965.2,86412.6
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2016,3.137363531E+09,0,0,752.52,0,5568.39,6320.91
70,"POLICE","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2020,3.63434313233E+11,8066.66,18468.95,3622.8,2675.67,62268.87,68567.34
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2015,3.835383239E+09,17001,15600.42,6580.64,0,52597.5,59178.14
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.032333936E+09,7746.74,22534.87,2366.35,0,75977.32,78343.67
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2223-01,"NOT_ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.733303034E+09,14626.89,48803.54,5369,0,104169.78,109538.78
70,"POLICE","FULL_TIME","BLACK","FEMALE",2207-03,"NOT_ACTIVE","POLICE SERVICE REPRESENTATIVE III",3,"CLERICAL",2018,3.331353233E+09,0,0,0,0,0,0
66,"PERSONNEL","FULL_TIME","BLACK","MALE",*,"ACTIVE","BACKGROUND INVESTIGATION MANAGER",0,"NON-REPRESENTED",2022,3.83633333933E+11,12.98,1632.96,50,0,5505.6,5555.6
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1926-04,"ACTIVE","GENERAL SERVICES MANAGER",*,"MANAGEMENT EMPLOYEES UNIT",2014,3.13433323931E+11,18124.69,13473,45299.78,0,204142.4,249442.18
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",3112-06,"NOT_ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2016,3.33336343633E+11,1370.25,5183.05,100,1960.51,31476.89,33537.4
70,"POLICE","PART_TIME","BLACK","MALE",*,"ACTIVE","COMMISSION HEARING EXAMINER",0,"NON-REPRESENTED",2019,3.738393337E+09,0,0,0,0,3600,3600
42,"HARBOR","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","PILE DRIVE WORKER - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2020,3.53034383034E+11,0,0,63.18,0,352.08,415.26
38,"FIRE","FULL_TIME","BLACK","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2022,3.83231393633E+11,8892.3,28056.03,612,33907.96,59884.8,94404.76
8,"BUILDING AND SAFETY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","SAFETY ENGINEER ELEVATORS",5,"INSPECTORS",2022,3.93834383233E+11,10150.44,17149.65,3836.14,38667.69,57820.8,100324.63
40,"GENERAL SERVICES","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","GENERAL AUTOMOTIVE SUPERVISOR",12,"SUPERVISORY BLUE COLLAR",2022,3.739303735E+09,9304.57,16852.57,11286.89,0,56819.2,68106.09
82,"PUBLIC WORKS - SANITATION","PART_TIME","HISPANIC","MALE",3112-06,"NOT_ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2015,3.33334303633E+11,0,0,603.84,124.57,7501.45,8229.86
39,"OFFICE OF FINANCE","FULL_TIME","HISPANIC","MALE",1179-02,"NOT_ACTIVE","TAX COMPLIANCE OFFICER II",1,"ADMINISTRATIVE",2014,3.039393132E+09,6695.2,20292.9,4018.15,31.4,68418.4,72467.95
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","ASIAN","MALE",*,"NOT_ACTIVE","CIVIL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2017,3.33836303733E+11,3104.68,14054.66,1815,14.88,47385.92,49215.8
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2013,3.631363135E+09,15869.76,20480.12,3774.06,4452.86,69049.62,77276.54
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"NOT_ACTIVE","GANG REDUCTION YOUTH DEVELOPMENT WORKER I",0,"NON-REPRESENTED",2019,3.93933373933E+11,0,0,0,0,4406,4406
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2018,3.433353433E+09,12402.48,19996.53,173.17,0,67419.2,67592.37
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","OTHER","MALE",*,"NOT_ACTIVE","CIVIL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2018,3.93534373533E+11,993.15,4243.04,540,0,14305.6,14845.6
8,"BUILDING AND SAFETY","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","OFFICE TRAINEE ADMIN CLERK",3,"CLERICAL",2019,3.93234323034E+11,1636.33,1998.03,50,157.68,6736.44,6944.12
82,"PUBLIC WORKS - SANITATION","FULL_TIME","OTHER","FEMALE",1461-02,"NOT_ACTIVE","COMMUNICATIONS INFORMATION REPRESENTATIVE II",3,"CLERICAL",2020,3.73133333833E+11,0,0,630.83,0,0,630.83
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2013,3.43730323932E+11,14569.56,51548.48,21810.9,47502.68,110028.78,179342.36
70,"POLICE","FULL_TIME","BLACK","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.53037343433E+11,17886,46301.52,1525,12721.34,98829.28,113075.62
12,"CITY ATTORNEY","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","DEPUTY CITY ATTORNEY IV",29,"DEPUTY CITY ATTORNEYS",2021,3.730313832E+09,14192.4,65467.9,750,0,220727.92,221477.92
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","STREET SERVICES SUPERVISOR II",12,"SUPERVISORY BLUE COLLAR",2014,3.330353733E+09,17423.04,33000.84,14171.48,0,111263.79,125435.27
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","SECURITY OFFICER",18,"SAFETY / SECURITY",2020,3.53932313832E+11,8066.66,18637.06,4829.95,1655.11,62835.68,69320.74
70,"POLICE","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.23231303633E+11,1272.14,2770.55,0,0,9341.04,9341.04
64,"PENSION","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST",1,"ADMINISTRATIVE",2017,3.739383037E+09,274.48,12272.12,800,258.59,41376,42434.59
32,"INFORMATION TECHNOLOGY AGENCY","PER_EVENT","FILIPINO","MALE",1461-02,"NOT_ACTIVE","COMMUNICATIONS INFORMATION REPRESENTATIVE II",3,"CLERICAL",2018,3.43431383732E+11,0,0,206.1,0,0,206.1
82,"PUBLIC WORKS - SANITATION","PART_TIME","BLACK","MALE",3112-06,"NOT_ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2015,3.43738373533E+11,0,0,427.56,0,5762.68,6190.24
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1230-05,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2020,3.830313634E+09,12087.05,4478,8890.38,11154.57,67848.71,87893.66
40,"GENERAL SERVICES","FULL_TIME","HISPANIC","MALE",3113-01,"NOT_ACTIVE","VOCATIONAL WORKER I",4,"EQUIPMENT OPERATION AND LABOR",2017,3.23033383233E+11,4446.03,6927.67,1010,7392.05,26729.57,35131.62
16,"CITY EMPLOYEES RETIREMENT SYSTEM","FULL_TIME","HISPANIC","MALE",1597-01,"NOT_ACTIVE","SENIOR SYSTEMS ANALYST I",20,"SUPERVISORY ADMINISTRATIVE",2014,3.731373634E+09,12872.4,28250.79,1949.94,3003.54,95248.8,100202.28
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1230-05,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2019,3.238353334E+09,16649.82,5318,163.7,55.48,80573.51,80792.69
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2015,3.939333032E+09,6284.64,19631.84,2525.6,1145.94,66189.6,69861.14
74,"PUBLIC WORKS - BOARD OF PUBLIC WORKS","FULL_TIME","HISPANIC","MALE",1513-02,"NOT_ACTIVE","ACCOUNTANT II",1,"ADMINISTRATIVE",2016,3.23831363733E+11,5000.22,13232.89,299.6,0,44615.27,44914.87
38,"FIRE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","APPARATUS OPERATOR",23,"FIREFIGHTERS AND FIRE CAPTAINS",2022,3.63238343832E+11,8892.3,29608.83,3425.3,47187.25,63199.2,113811.75
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","ENVRNMNTL ENGRG ASSOCIATE",3,"PROFESSIONAL UNIT",2020,*,16982.69,0,3846.4,0,65436.8,69283.2
44,"LIBRARY","PART_TIME","HISPANIC","FEMALE",1172-01,"ACTIVE","LIBRARY ASSISTANT I",3,"CLERICAL",2016,3.536333434E+09,0,0,0,0,4969.44,4969.44
